GEOID,NAME,Median_Rent,
1400000US06037502002,"Census Tract 5020.02, Los Angeles County, California",652,
1400000US06037502100,"Census Tract 5021, Los Angeles County, California",644,
1400000US06037502200,"Census Tract 5022, Los Angeles County, California",772,
1400000US06037502301,"Census Tract 5023.01, Los Angeles County, California",741,
1400000US06037502302,"Census Tract 5023.02, Los Angeles County, California",621,
1400000US06037502401,"Census Tract 5024.01, Los Angeles County, California",584,
1400000US06037502402,"Census Tract 5024.02, Los Angeles County, California",822,
1400000US06037502500,"Census Tract 5025, Los Angeles County, California",617,
1400000US06037502601,"Census Tract 5026.01, Los Angeles County, California",821,
1400000US06037502602,"Census Tract 5026.02, Los Angeles County, California",645,
1400000US06037502700,"Census Tract 5027, Los Angeles County, California",704,
1400000US06037502800,"Census Tract 5028, Los Angeles County, California",734,
1400000US06037502901,"Census Tract 5029.01, Los Angeles County, California",912,
1400000US06037502902,"Census Tract 5029.02, Los Angeles County, California",649,
1400000US06037503000,"Census Tract 5030, Los Angeles County, California",692,
1400000US06037503101,"Census Tract 5031.01, Los Angeles County, California",664,
1400000US06037503102,"Census Tract 5031.02, Los Angeles County, California",701,
1400000US06037503201,"Census Tract 5032.01, Los Angeles County, California",721,
1400000US06037503202,"Census Tract 5032.02, Los Angeles County, California",634,
1400000US06037503301,"Census Tract 5033.01, Los Angeles County, California",823,
1400000US06037503302,"Census Tract 5033.02, Los Angeles County, California",648,
1400000US06037503401,"Census Tract 5034.01, Los Angeles County, California",773,
1400000US06037503402,"Census Tract 5034.02, Los Angeles County, California",851,
1400000US06037503501,"Census Tract 5035.01, Los Angeles County, California",694,
1400000US06037503502,"Census Tract 5035.02, Los Angeles County, California",768,
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",944,
1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",811,
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",692,
1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",700,
1400000US06037503703,"Census Tract 5037.03, Los Angeles County, California",591,
1400000US06037503801,"Census Tract 5038.01, Los Angeles County, California",808,
1400000US06037503802,"Census Tract 5038.02, Los Angeles County, California",815,
1400000US06037503901,"Census Tract 5039.01, Los Angeles County, California",1112,
1400000US06037503902,"Census Tract 5039.02, Los Angeles County, California",1019,
1400000US06037504001,"Census Tract 5040.01, Los Angeles County, California",1311,
1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",734,
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",596,
1400000US06037504102,"Census Tract 5041.02, Los Angeles County, California",525,
1400000US06037530003,"Census Tract 5300.03, Los Angeles County, California",538,
1400000US06037530004,"Census Tract 5300.04, Los Angeles County, California",693,
1400000US06037530005,"Census Tract 5300.05, Los Angeles County, California",1138,
1400000US06037530006,"Census Tract 5300.06, Los Angeles County, California",752,
1400000US06037530101,"Census Tract 5301.01, Los Angeles County, California",595,
1400000US06037530102,"Census Tract 5301.02, Los Angeles County, California",595,
1400000US06037530202,"Census Tract 5302.02, Los Angeles County, California",608,
1400000US06037530203,"Census Tract 5302.03, Los Angeles County, California",620,
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",640,
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",569,
1400000US06037530302,"Census Tract 5303.02, Los Angeles County, California",578,
1400000US06037530400,"Census Tract 5304, Los Angeles County, California",358,
1400000US06037530500,"Census Tract 5305, Los Angeles County, California",535,
1400000US06037530601,"Census Tract 5306.01, Los Angeles County, California",587,
1400000US06037530602,"Census Tract 5306.02, Los Angeles County, California",630,
1400000US06037530700,"Census Tract 5307, Los Angeles County, California",533,
1400000US06037530801,"Census Tract 5308.01, Los Angeles County, California",545,
1400000US06037530802,"Census Tract 5308.02, Los Angeles County, California",516,
1400000US06037530901,"Census Tract 5309.01, Los Angeles County, California",526,
1400000US06037530902,"Census Tract 5309.02, Los Angeles County, California",483,
1400000US06037531000,"Census Tract 5310, Los Angeles County, California",568,
1400000US06037531101,"Census Tract 5311.01, Los Angeles County, California",533,
1400000US06037531102,"Census Tract 5311.02, Los Angeles County, California",456,
1400000US06037531201,"Census Tract 5312.01, Los Angeles County, California",567,
1400000US06037531202,"Census Tract 5312.02, Los Angeles County, California",541,
1400000US06037531301,"Census Tract 5313.01, Los Angeles County, California",577,
1400000US06037531302,"Census Tract 5313.02, Los Angeles County, California",584,
1400000US06037531501,"Census Tract 5315.01, Los Angeles County, California",594,
1400000US06037531502,"Census Tract 5315.02, Los Angeles County, California",566,
1400000US06037531602,"Census Tract 5316.02, Los Angeles County, California",503,
1400000US06037531603,"Census Tract 5316.03, Los Angeles County, California",577,
1400000US06037531604,"Census Tract 5316.04, Los Angeles County, California",550,
1400000US06037531701,"Census Tract 5317.01, Los Angeles County, California",599,
1400000US06037531702,"Census Tract 5317.02, Los Angeles County, California",537,
1400000US06037531800,"Census Tract 5318, Los Angeles County, California",584,
1400000US06037531901,"Census Tract 5319.01, Los Angeles County, California",550,
1400000US06037531902,"Census Tract 5319.02, Los Angeles County, California",563,
1400000US06037532001,"Census Tract 5320.01, Los Angeles County, California",600,
1400000US06037532002,"Census Tract 5320.02, Los Angeles County, California",673,
1400000US06037532101,"Census Tract 5321.01, Los Angeles County, California",654,
1400000US06037532102,"Census Tract 5321.02, Los Angeles County, California",648,
1400000US06037532200,"Census Tract 5322, Los Angeles County, California",620,
1400000US06037532302,"Census Tract 5323.02, Los Angeles County, California",585,
1400000US06037532303,"Census Tract 5323.03, Los Angeles County, California",574,
1400000US06037532304,"Census Tract 5323.04, Los Angeles County, California",568,
1400000US06037532400,"Census Tract 5324, Los Angeles County, California",197,
1400000US06037532500,"Census Tract 5325, Los Angeles County, California",518,
1400000US06037532603,"Census Tract 5326.03, Los Angeles County, California",548,
1400000US06037532604,"Census Tract 5326.04, Los Angeles County, California",567,
1400000US06037532605,"Census Tract 5326.05, Los Angeles County, California",534,
1400000US06037532606,"Census Tract 5326.06, Los Angeles County, California",536,
1400000US06037532700,"Census Tract 5327, Los Angeles County, California",528,
1400000US06037532800,"Census Tract 5328, Los Angeles County, California",477,
1400000US06037532900,"Census Tract 5329, Los Angeles County, California",483,
1400000US06037533000,"Census Tract 5330, Los Angeles County, California",528,
1400000US06037533103,"Census Tract 5331.03, Los Angeles County, California",572,
1400000US06037533104,"Census Tract 5331.04, Los Angeles County, California",492,
1400000US06037533105,"Census Tract 5331.05, Los Angeles County, California",532,
1400000US06037533106,"Census Tract 5331.06, Los Angeles County, California",575,
1400000US06037533107,"Census Tract 5331.07, Los Angeles County, California",541,
1400000US06037533201,"Census Tract 5332.01, Los Angeles County, California",556,
1400000US06037533202,"Census Tract 5332.02, Los Angeles County, California",615,
1400000US06037533203,"Census Tract 5332.03, Los Angeles County, California",570,
1400000US06037533300,"Census Tract 5333, Los Angeles County, California",521,
1400000US06037533401,"Census Tract 5334.01, Los Angeles County, California",546,
1400000US06037533402,"Census Tract 5334.02, Los Angeles County, California",549,
1400000US06037533403,"Census Tract 5334.03, Los Angeles County, California",564,
1400000US06037533501,"Census Tract 5335.01, Los Angeles County, California",567,
1400000US06037533502,"Census Tract 5335.02, Los Angeles County, California",543,
1400000US06037533503,"Census Tract 5335.03, Los Angeles County, California",557,
1400000US06037533601,"Census Tract 5336.01, Los Angeles County, California",614,
1400000US06037533602,"Census Tract 5336.02, Los Angeles County, California",592,
1400000US06037533603,"Census Tract 5336.03, Los Angeles County, California",547,
1400000US06037533701,"Census Tract 5337.01, Los Angeles County, California",530,
1400000US06037533702,"Census Tract 5337.02, Los Angeles County, California",615,
1400000US06037533703,"Census Tract 5337.03, Los Angeles County, California",566,
1400000US06037533801,"Census Tract 5338.01, Los Angeles County, California",573,
1400000US06037533803,"Census Tract 5338.03, Los Angeles County, California",610,
1400000US06037533804,"Census Tract 5338.04, Los Angeles County, California",605,
1400000US06037533901,"Census Tract 5339.01, Los Angeles County, California",618,
1400000US06037533902,"Census Tract 5339.02, Los Angeles County, California",608,
1400000US06037534001,"Census Tract 5340.01, Los Angeles County, California",630,
1400000US06037534002,"Census Tract 5340.02, Los Angeles County, California",663,
1400000US06037534101,"Census Tract 5341.01, Los Angeles County, California",583,
1400000US06037534102,"Census Tract 5341.02, Los Angeles County, California",617,
1400000US06037534201,"Census Tract 5342.01, Los Angeles County, California",592,
1400000US06037534202,"Census Tract 5342.02, Los Angeles County, California",602,
1400000US06037534203,"Census Tract 5342.03, Los Angeles County, California",619,
1400000US06037534301,"Census Tract 5343.01, Los Angeles County, California",610,
1400000US06037534302,"Census Tract 5343.02, Los Angeles County, California",655,
1400000US06037534403,"Census Tract 5344.03, Los Angeles County, California",591,
1400000US06037534404,"Census Tract 5344.04, Los Angeles County, California",628,
1400000US06037534405,"Census Tract 5344.05, Los Angeles County, California",640,
1400000US06037534406,"Census Tract 5344.06, Los Angeles County, California",638,
1400000US06037534501,"Census Tract 5345.01, Los Angeles County, California",615,
1400000US06037534502,"Census Tract 5345.02, Los Angeles County, California",578,
1400000US06037534700,"Census Tract 5347, Los Angeles County, California",678,
1400000US06037534802,"Census Tract 5348.02, Los Angeles County, California",494,
1400000US06037534803,"Census Tract 5348.03, Los Angeles County, California",583,
1400000US06037534804,"Census Tract 5348.04, Los Angeles County, California",526,
1400000US06037534900,"Census Tract 5349, Los Angeles County, California",584,
1400000US06037535000,"Census Tract 5350, Los Angeles County, California",524,
1400000US06037535101,"Census Tract 5351.01, Los Angeles County, California",560,
1400000US06037535102,"Census Tract 5351.02, Los Angeles County, California",540,
1400000US06037535200,"Census Tract 5352, Los Angeles County, California",584,
1400000US06037535300,"Census Tract 5353, Los Angeles County, California",548,
