GEOID,Label for GEO_ID,Total,Owner Occupied,Renter Occupied
1400000US06037310703,"Census Tract 3107.03, Los Angeles County, California",34467,60486,31319
1400000US06037310800,"Census Tract 3108, Los Angeles County, California",40272,56458,30824
1400000US06037310900,"Census Tract 3109, Los Angeles County, California",51589,60862,42969
1400000US06037311000,"Census Tract 3110, Los Angeles County, California",55898,67056,39651
1400000US06037311100,"Census Tract 3111, Los Angeles County, California",51855,57500,35673
1400000US06037311200,"Census Tract 3112, Los Angeles County, California",47500,57266,32266
1400000US06037311300,"Census Tract 3113, Los Angeles County, California",51546,61042,37431
1400000US06037311400,"Census Tract 3114, Los Angeles County, California",56912,75000,43750
1400000US06037311500,"Census Tract 3115, Los Angeles County, California",54680,68000,41935
1400000US06037311600,"Census Tract 3116, Los Angeles County, California",50204,74263,43642
1400000US06037311700,"Census Tract 3117, Los Angeles County, California",56020,73811,39805
1400000US06037311800,"Census Tract 3118, Los Angeles County, California",39701,62197,36148
1400000US06037320000,"Census Tract 3200, Los Angeles County, California",0,0,0
1400000US06037320100,"Census Tract 3201, Los Angeles County, California",46875,51406,35263
1400000US06037320200,"Census Tract 3202, Los Angeles County, California",38819,48732,27399
1400000US06037320300,"Census Tract 3203, Los Angeles County, California",30156,40288,27617
1400000US06037400203,"Census Tract 4002.03, Los Angeles County, California",78734,86445,9500
1400000US06037400204,"Census Tract 4002.04, Los Angeles County, California",102490,101855,121839
1400000US06037400205,"Census Tract 4002.05, Los Angeles County, California",98339,104749,32344
1400000US06037400206,"Census Tract 4002.06, Los Angeles County, California",94688,98476,66713
1400000US06037400302,"Census Tract 4003.02, Los Angeles County, California",63875,74813,42566
1400000US06037400303,"Census Tract 4003.03, Los Angeles County, California",74420,78236,65288
1400000US06037400304,"Census Tract 4003.04, Los Angeles County, California",55091,69435,40509
1400000US06037400401,"Census Tract 4004.01, Los Angeles County, California",90439,91709,34167
1400000US06037400402,"Census Tract 4004.02, Los Angeles County, California",64145,70391,46346
1400000US06037400500,"Census Tract 4005, Los Angeles County, California",102078,105253,48828
1400000US06037400602,"Census Tract 4006.02, Los Angeles County, California",40566,60021,29526
1400000US06037400603,"Census Tract 4006.03, Los Angeles County, California",47210,54279,36019
1400000US06037400604,"Census Tract 4006.04, Los Angeles County, California",48289,61696,31094
1400000US06037400800,"Census Tract 4008, Los Angeles County, California",40822,52632,31696
1400000US06037400900,"Census Tract 4009, Los Angeles County, California",60506,68295,39102
1400000US06037401001,"Census Tract 4010.01, Los Angeles County, California",81048,82238,60833
1400000US06037401002,"Census Tract 4010.02, Los Angeles County, California",47114,69000,34583
1400000US06037401101,"Census Tract 4011.01, Los Angeles County, California",43613,61957,31392
1400000US06037401102,"Census Tract 4011.02, Los Angeles County, California",38024,60000,32098
1400000US06037401201,"Census Tract 4012.01, Los Angeles County, California",65282,68185,48696
1400000US06037401202,"Census Tract 4012.02, Los Angeles County, California",58636,61087,50156
1400000US06037401203,"Census Tract 4012.03, Los Angeles County, California",54650,66419,41875
1400000US06037401302,"Census Tract 4013.02, Los Angeles County, California",90901,96963,39030
1400000US06037401311,"Census Tract 4013.11, Los Angeles County, California",49119,56583,38643
1400000US06037401312,"Census Tract 4013.12, Los Angeles County, California",53781,52594,61250
1400000US06037401500,"Census Tract 4015, Los Angeles County, California",48808,53125,37734
1400000US06037401601,"Census Tract 4016.01, Los Angeles County, California",48007,50133,45536
1400000US06037401602,"Census Tract 4016.02, Los Angeles County, California",48061,62279,35625
1400000US06037401603,"Census Tract 4016.03, Los Angeles County, California",45202,42328,55078
1400000US06037401701,"Census Tract 4017.01, Los Angeles County, California",47946,66333,14100
1400000US06037401703,"Census Tract 4017.03, Los Angeles County, California",40269,54464,29397
1400000US06037401704,"Census Tract 4017.04, Los Angeles County, California",42888,47931,35430
1400000US06037401800,"Census Tract 4018, Los Angeles County, California",72860,83355,43703
1400000US06037401901,"Census Tract 4019.01, Los Angeles County, California",30893,40972,27969
1400000US06037401902,"Census Tract 4019.02, Los Angeles County, California",47284,82390,31898
1400000US06037402000,"Census Tract 4020, Los Angeles County, California",48518,60848,36845
1400000US06037402101,"Census Tract 4021.01, Los Angeles County, California",41535,41641,40972
1400000US06037402102,"Census Tract 4021.02, Los Angeles County, California",46898,58690,30368
1400000US06037402200,"Census Tract 4022, Los Angeles County, California",53519,61204,32500
1400000US06037402301,"Census Tract 4023.01, Los Angeles County, California",33958,42292,28534
1400000US06037402302,"Census Tract 4023.02, Los Angeles County, California",24781,42128,18506
1400000US06037402401,"Census Tract 4024.01, Los Angeles County, California",37179,42246,26205
1400000US06037402402,"Census Tract 4024.02, Los Angeles County, California",40760,46162,35938
1400000US06037402403,"Census Tract 4024.03, Los Angeles County, California",37733,40677,22296
1400000US06037402404,"Census Tract 4024.04, Los Angeles County, California",0,0,0
1400000US06037402501,"Census Tract 4025.01, Los Angeles County, California",27865,35573,21754
1400000US06037402502,"Census Tract 4025.02, Los Angeles County, California",32246,37667,27404
1400000US06037402600,"Census Tract 4026, Los Angeles County, California",32966,51250,21226
1400000US06037402702,"Census Tract 4027.02, Los Angeles County, California",25372,44940,22533
1400000US06037402703,"Census Tract 4027.03, Los Angeles County, California",44722,46279,40833
1400000US06037402704,"Census Tract 4027.04, Los Angeles County, California",50463,52115,35250
1400000US06037402801,"Census Tract 4028.01, Los Angeles County, California",30518,36719,25357
1400000US06037402802,"Census Tract 4028.02, Los Angeles County, California",27547,40949,24750
1400000US06037402901,"Census Tract 4029.01, Los Angeles County, California",41934,47838,29583
1400000US06037402902,"Census Tract 4029.02, Los Angeles County, California",35308,50795,24890
1400000US06037403000,"Census Tract 4030, Los Angeles County, California",46152,50216,27150
1400000US06037403200,"Census Tract 4032, Los Angeles County, California",0,0,0
1400000US06037403303,"Census Tract 4033.03, Los Angeles County, California",63421,62928,75271
1400000US06037403304,"Census Tract 4033.04, Los Angeles County, California",77028,84509,42150
1400000US06037403305,"Census Tract 4033.05, Los Angeles County, California",67331,70278,51339
1400000US06037403312,"Census Tract 4033.12, Los Angeles County, California",67267,68828,50227
1400000US06037403316,"Census Tract 4033.16, Los Angeles County, California",62183,69196,38450
1400000US06037403317,"Census Tract 4033.17, Los Angeles County, California",88104,89113,49286
1400000US06037403318,"Census Tract 4033.18, Los Angeles County, California",84474,87147,61964
1400000US06037403319,"Census Tract 4033.19, Los Angeles County, California",52076,64934,40375
1400000US06037403320,"Census Tract 4033.20, Los Angeles County, California",79423,85202,47566
1400000US06037403321,"Census Tract 4033.21, Los Angeles County, California",75021,79096,41635
1400000US06037403322,"Census Tract 4033.22, Los Angeles County, California",70798,73250,61071
1400000US06037403323,"Census Tract 4033.23, Los Angeles County, California",65956,71359,54750
1400000US06037403324,"Census Tract 4033.24, Los Angeles County, California",73510,87122,36071
1400000US06037403325,"Census Tract 4033.25, Los Angeles County, California",77063,79192,61250
1400000US06037403401,"Census Tract 4034.01, Los Angeles County, California",65543,66467,56458
1400000US06037403402,"Census Tract 4034.02, Los Angeles County, California",75159,81594,44375
1400000US06037403403,"Census Tract 4034.03, Los Angeles County, California",92839,96370,56458
1400000US06037403404,"Census Tract 4034.04, Los Angeles County, California",101206,99753,114014
1400000US06037403405,"Census Tract 4034.05, Los Angeles County, California",94102,96831,29063
1400000US06037403406,"Census Tract 4034.06, Los Angeles County, California",63447,75216,31932
1400000US06037403407,"Census Tract 4034.07, Los Angeles County, California",104282,105014,"2,500-"
1400000US06037403408,"Census Tract 4034.08, Los Angeles County, California",81201,82312,51250
1400000US06037403500,"Census Tract 4035, Los Angeles County, California",77533,95614,40764
1400000US06037403600,"Census Tract 4036, Los Angeles County, California",64528,76612,35208
1400000US06037403702,"Census Tract 4037.02, Los Angeles County, California",71806,72904,36705
1400000US06037403703,"Census Tract 4037.03, Los Angeles County, California",67114,69263,53462
1400000US06037403721,"Census Tract 4037.21, Los Angeles County, California",49148,63493,33021
1400000US06037403722,"Census Tract 4037.22, Los Angeles County, California",38604,58125,32145
1400000US06037403801,"Census Tract 4038.01, Los Angeles County, California",51557,59516,39286
1400000US06037403802,"Census Tract 4038.02, Los Angeles County, California",42966,52208,29457
1400000US06037403901,"Census Tract 4039.01, Los Angeles County, California",55339,59167,49063
1400000US06037403902,"Census Tract 4039.02, Los Angeles County, California",49245,56121,37667
1400000US06037404000,"Census Tract 4040, Los Angeles County, California",46250,58125,29712
1400000US06037404100,"Census Tract 4041, Los Angeles County, California",55492,56607,50724
1400000US06037404200,"Census Tract 4042, Los Angeles County, California",38199,58491,26150
1400000US06037404301,"Census Tract 4043.01, Los Angeles County, California",32599,48750,26688
1400000US06037404302,"Census Tract 4043.02, Los Angeles County, California",39280,41771,32045
1400000US06037404401,"Census Tract 4044.01, Los Angeles County, California",42321,46111,36250
1400000US06037404402,"Census Tract 4044.02, Los Angeles County, California",47554,50481,41066
1400000US06037404501,"Census Tract 4045.01, Los Angeles County, California",42500,46944,38235
1400000US06037404502,"Census Tract 4045.02, Los Angeles County, California",36250,52821,24940
1400000US06037404600,"Census Tract 4046, Los Angeles County, California",43971,50815,17431
1400000US06037404701,"Census Tract 4047.01, Los Angeles County, California",38607,41587,30069
1400000US06037404702,"Census Tract 4047.02, Los Angeles County, California",43171,45708,33654
1400000US06037404703,"Census Tract 4047.03, Los Angeles County, California",31406,48074,22112
1400000US06037404801,"Census Tract 4048.01, Los Angeles County, California",41157,47833,37026
1400000US06037404802,"Census Tract 4048.02, Los Angeles County, California",42617,50125,31167
1400000US06037404803,"Census Tract 4048.03, Los Angeles County, California",38500,40208,33795
1400000US06037404901,"Census Tract 4049.01, Los Angeles County, California",50441,56713,28750
1400000US06037404902,"Census Tract 4049.02, Los Angeles County, California",44500,49450,40492
1400000US06037404903,"Census Tract 4049.03, Los Angeles County, California",40795,46326,30625
1400000US06037405001,"Census Tract 4050.01, Los Angeles County, California",50636,52841,26726
1400000US06037405002,"Census Tract 4050.02, Los Angeles County, California",41625,46793,33250
1400000US06037405101,"Census Tract 4051.01, Los Angeles County, California",48063,54022,38594
1400000US06037405102,"Census Tract 4051.02, Los Angeles County, California",34607,47697,25161
